topic,issue_number,title,url,state,labels,created_at,updated_at,last_seen_at,archived_at,archive_reason,linked_pr_status,difficulty,component,learning_value,fixability,my_status,notes,next_action
kv_cache,40692,[Bug]: RoutedExpertsCapturer host buffer undersized for hybrid models with multiple KV cache groups,https://github.com/vllm-project/vllm/issues/40692,open,,2026-04-23T08:35:50Z,2026-04-23T08:42:04Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
kv_cache,40696,[Feature]: Prefix caching completely ineffective for Mamba-hybrid models (Qwen3.5) when prompt < block_size (528 tokens),https://github.com/vllm-project/vllm/issues/40696,open,feature request,2026-04-23T09:28:47Z,2026-04-23T15:17:36Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
kv_cache,40736,[Bug]: GDN-based models (Qwen3.5/3.6 family) crash on the second request when running on multi-GPU XPU with prefix caching enabled,https://github.com/vllm-project/vllm/issues/40736,open,bug,2026-04-23T20:49:48Z,2026-04-24T17:50:00Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
kv_cache,40896,[Bug]:  vLLM v1 with prefix caching: first request differs from subsequent identical requests at temperature=0,https://github.com/vllm-project/vllm/issues/40896,open,bug,2026-04-26T02:33:34Z,2026-05-05T03:00:28Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
kv_cache,40978,[Bug]: Enhance KV cache load error handling with detailed error codes / information,https://github.com/vllm-project/vllm/issues/40978,open,bug,2026-04-27T07:46:13Z,2026-04-27T07:46:13Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
kv_cache,41144,2026 Q2 RL Roadmap,https://github.com/vllm-project/vllm/issues/41144,closed,rl,2026-04-28T14:39:41Z,2026-04-30T23:36:30Z,2026-05-01T21:34:43+00:00,2026-05-05T05:54:14+00:00,not_found,unlinked,,,,,archived_not_found,,
kv_cache,41323,[CI Failure]:  mi300_1: V1 Core + KV + Metrics,https://github.com/vllm-project/vllm/issues/41323,open,ci-failure,2026-04-30T02:35:56Z,2026-04-30T02:36:27Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
kv_cache,41485,"[Bug]: Qwen3-VL deepstack ValueError ""Requested more deepstack tokens than available in buffer"" with chunked prefill + prefix caching",https://github.com/vllm-project/vllm/issues/41485,open,,2026-05-01T22:28:22Z,2026-05-05T03:35:29Z,2026-05-05T05:54:14+00:00,2026-05-05T05:54:14+00:00,linked_pr,linked,,,,,archived_linked_pr,,
kv_cache,41515,[Bug]:  [kv_offload+HMA] Fails on chat subsequent request,https://github.com/vllm-project/vllm/issues/41515,open,bug,2026-05-02T18:30:33Z,2026-05-04T08:16:26Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
kv_cache,41535,RFC: Memory-backend interface for KV cache hot paths and attention decode,https://github.com/vllm-project/vllm/issues/41535,open,RFC,2026-05-03T04:54:47Z,2026-05-03T04:54:47Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
kv_cache,41559,"[Bug] DFlash speculative decoding fundamentally incompatible with all KV cache quantization (fp8, turboquant) due to non-causal attention requirement",https://github.com/vllm-project/vllm/issues/41559,open,,2026-05-03T15:14:27Z,2026-05-03T15:14:27Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
lora_adapters,4194,[RFC]: Multi-modality Support on vLLM,https://github.com/vllm-project/vllm/issues/4194,open,"RFC, keep-open, multi-modality",2024-04-19T07:51:48Z,2026-02-25T06:38:15Z,2026-05-01T21:34:43+00:00,2026-05-01T21:27:51+00:00,linked_pr,linked,,,,,archived_linked_pr,,
lora_adapters,4873,[RFC]: Add control panel support for vLLM,https://github.com/vllm-project/vllm/issues/4873,open,"RFC, keep-open",2024-05-17T02:20:50Z,2025-02-27T07:47:51Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,9496,[Bug]: [Performance] 100% performance drop using multiple lora vs no lora(qwen-chat model),https://github.com/vllm-project/vllm/issues/9496,open,"bug, unstale",2024-10-18T08:14:35Z,2026-02-09T02:19:42Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,20149,[Feature]: Add Support for Updating Lora Weights,https://github.com/vllm-project/vllm/issues/20149,open,"feature request, stale",2025-06-26T20:18:59Z,2026-04-11T02:17:48Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,27321,[Bug]: vllm failed with TP > 1(caused by nccl?),https://github.com/vllm-project/vllm/issues/27321,open,"bug, stale",2025-10-22T07:42:05Z,2026-04-20T02:18:41Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,28163,[RFC]: SageMaker Day-0 Compatibility with vLLM,https://github.com/vllm-project/vllm/issues/28163,open,"RFC, stale",2025-11-05T21:28:29Z,2026-05-01T10:44:41Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,31479,[Feature]: Enable LoRA support for tower and connector in more MM models,https://github.com/vllm-project/vllm/issues/31479,open,"help wanted, feature request, multi-modality",2025-12-29T07:28:52Z,2026-04-13T05:07:04Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
lora_adapters,31574,[Usage]: If vllm surpport load LoRA adapter and DeepSeek-v3.1-termunis at the same time,https://github.com/vllm-project/vllm/issues/31574,open,"usage, stale",2025-12-31T10:33:52Z,2026-04-02T02:14:43Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,32302,[Feature]: ADD CUSTOM LORA ADAPTER CLASS,https://github.com/vllm-project/vllm/issues/32302,open,"feature request, stale",2026-01-14T04:53:46Z,2026-04-15T02:15:37Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,32541,[Feature]: LoRa adapter support for Qwen3VLForConditionalGeneration,https://github.com/vllm-project/vllm/issues/32541,open,feature request,2026-01-18T06:39:13Z,2026-02-26T10:30:04Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,32599,"[Bug]: Serve with LoRA error ""ValueError: base_model.model.lm_head.base_layer.weight is unsupported LoRA weight""",https://github.com/vllm-project/vllm/issues/32599,open,"bug, stale",2026-01-19T12:57:47Z,2026-04-28T02:17:19Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
lora_adapters,32962,[Performance]: Custom Helion Kernels,https://github.com/vllm-project/vllm/issues/32962,open,performance,2026-01-23T19:40:22Z,2026-03-13T20:13:25Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
lora_adapters,34601,[Feature]: LoRA-based Routing,https://github.com/vllm-project/vllm/issues/34601,open,feature request,2026-02-16T04:55:46Z,2026-02-24T02:35:56Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,34948,[Bug]: Qwen3.5 CUDA Illegal Memory Access in GDN Kernel,https://github.com/vllm-project/vllm/issues/34948,open,bug,2026-02-20T08:48:03Z,2026-04-19T22:57:03Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,35730,[Feature]: Load Mistral format LoRA when `--load-format=mistral` and `--enable-lora`,https://github.com/vllm-project/vllm/issues/35730,open,feature request,2026-03-02T10:50:36Z,2026-03-02T10:50:36Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
lora_adapters,35944,[Bug]: jetson agx thor报错,https://github.com/vllm-project/vllm/issues/35944,open,bug,2026-03-04T02:38:16Z,2026-03-10T06:14:45Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,36741,[Usage]: Not Working with latest version qwen3.5 9B AI MODEL,https://github.com/vllm-project/vllm/issues/36741,open,usage,2026-03-11T04:13:38Z,2026-03-11T18:03:02Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,40307,"[Usage]: Using the Qwen3_5MoeForConditionalGeneration architecture of Qwen3.5-35B-A3B to train the LoRA model, but the training parameters fail to load consistently",https://github.com/vllm-project/vllm/issues/40307,open,usage,2026-04-20T00:40:19Z,2026-04-20T14:26:04Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,40554,[AMD][CI Failure][Tracker] Static dashboard tracker for current CI failures,https://github.com/vllm-project/vllm/issues/40554,open,"rocm, ci-failure",2026-04-21T20:29:34Z,2026-05-01T17:24:12Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
lora_adapters,40869,[Bug]: QWEN3.5-27B fails to mount LoRA,https://github.com/vllm-project/vllm/issues/40869,open,bug,2026-04-25T08:38:32Z,2026-04-25T08:38:32Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_deepseek_v4,40259,[Bug]: v0.19.1 Crash with CUDA invalid argument / Segfault when using KV Offloading + EAGLE3 + Expert Parallel (on 8x H20 141GB),https://github.com/vllm-project/vllm/issues/40259,open,bug,2026-04-18T18:50:45Z,2026-05-04T00:12:48Z,2026-05-05T05:54:14+00:00,2026-05-05T05:54:14+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_deepseek_v4,40791,[Bug]: Workspace allocation failure when combining Decode Context Parallelism (DCP) with EAGLE3 speculative decoding,https://github.com/vllm-project/vllm/issues/40791,open,bug,2026-04-24T08:41:27Z,2026-04-24T08:41:27Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,40821,[Bug]: Deepseek V4 failed to load on RTX PRO 6000,https://github.com/vllm-project/vllm/issues/40821,open,"bug, DSv4",2026-04-24T17:00:37Z,2026-05-04T19:36:54Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,40854,[Bug]: Deepseek V4 vllm not response when using with claude code,https://github.com/vllm-project/vllm/issues/40854,open,"bug, DSv4",2026-04-25T02:23:56Z,2026-04-28T07:56:03Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,40862,[Bug]: DeepSeek-V4-Pro H200 DP+EP router dtype mismatch in topk_hash_softplus_sqrt (Long/Int inconsistency),https://github.com/vllm-project/vllm/issues/40862,open,"bug, DSv4",2026-04-25T05:15:05Z,2026-04-27T12:43:47Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,40902,[Roadmap] DeepSeek V4,https://github.com/vllm-project/vllm/issues/40902,open,"RFC, keep-open, deepseek",2026-04-26T05:29:46Z,2026-05-04T23:26:34Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_deepseek_v4,40903,[Bug]: Deepseek-V4-Flash failed to load on 8*L20,https://github.com/vllm-project/vllm/issues/40903,open,bug,2026-04-26T05:52:47Z,2026-05-01T08:22:32Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,40928,[Feature]: Support DeepSeek V4 flash on SM120 with Triton fallback,https://github.com/vllm-project/vllm/issues/40928,open,feature request,2026-04-26T16:59:48Z,2026-04-27T08:45:55Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_deepseek_v4,40952,[Bug]: Running DeepSeek-V4 fails with  CUDA error: unspecified launch failure  in  synchronize_input_prep,https://github.com/vllm-project/vllm/issues/40952,open,"bug, DSv4",2026-04-27T02:12:23Z,2026-04-27T08:41:46Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,40955,[Bug]: DeepSeek V4 pro can not run with TP16,https://github.com/vllm-project/vllm/issues/40955,open,"bug, DSv4",2026-04-27T02:29:43Z,2026-05-01T06:04:12Z,2026-05-05T05:54:14+00:00,,,unlinked,,deepseek_v4/tp16 fp8 shape,high,medium,triage,,Inspect DeepSeek V4 FP8 tensor-parallel shape constraints
model_family_deepseek_v4,40969,[Bug]: DeepSeek-V4-Flash hangs after ~6 requests with cudagraph_mode=FULL_AND_PIECEWISE + chunked prefill on SM 12.x (GB10),https://github.com/vllm-project/vllm/issues/40969,open,DSv4,2026-04-27T06:38:14Z,2026-04-28T11:06:08Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,40988,[bug/perf] V4-Pro hangs ~60 min in post-shard-load weight materialization without --safetensors-load-strategy prefetch on EXT4,https://github.com/vllm-project/vllm/issues/40988,open,,2026-04-27T08:52:27Z,2026-04-27T08:52:27Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,41027,[Bug]: can't run deepseek v4 flash,https://github.com/vllm-project/vllm/issues/41027,open,"bug, DSv4",2026-04-27T15:45:10Z,2026-04-30T22:02:12Z,2026-05-05T05:54:14+00:00,,,unlinked,,deepseek_v4/deepgemm blackwell,high,medium,triage,,Reproduce unsupported architecture path and backend fallback
model_family_deepseek_v4,41081,"[Bug]:  vLLM only prints access logs, not performance statistics logs (v0.1.dev15830+g8d599d76a with deepseek-V4-flash)",https://github.com/vllm-project/vllm/issues/41081,open,bug,2026-04-28T02:48:19Z,2026-04-29T02:59:21Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,41117,[Feature]: unsupported architecture,https://github.com/vllm-project/vllm/issues/41117,open,feature request,2026-04-28T09:42:40Z,2026-04-28T10:45:59Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,41125,[Bug]: DeepSeek V4 hangs when input length exceeds 64k tokens (vLLM deepseekv4-cu129 image),https://github.com/vllm-project/vllm/issues/41125,open,"bug, DSv4",2026-04-28T11:10:34Z,2026-04-30T06:48:56Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,41208,[Usage]: Is there someway to accelerate deepseek v4 flash/pro load ckpt time?,https://github.com/vllm-project/vllm/issues/41208,open,usage,2026-04-29T07:46:38Z,2026-04-29T07:46:38Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,41240,[Bug]: DeepSeek V4 DSML tool parser mishandles typed and wrapped arguments,https://github.com/vllm-project/vllm/issues/41240,open,,2026-04-29T13:57:16Z,2026-04-30T00:47:31Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_deepseek_v4,41331,[Bug]: Garbled Output in DeepSeek-V4 with CUDA Graph Enabled Under Concurrent Identical Input Requests,https://github.com/vllm-project/vllm/issues/41331,open,bug,2026-04-30T03:47:22Z,2026-04-30T03:53:06Z,2026-05-05T05:54:14+00:00,,,unlinked,,deepseek_v4/cuda graphs concurrency,high,medium,triage,,Compare cudagraph modes and sparse MLA metadata replay
model_family_deepseek_v4,41483,[Bug]: h200 deepseekv4 pro mtp,https://github.com/vllm-project/vllm/issues/41483,open,bug,2026-05-01T21:18:42Z,2026-05-05T05:46:33Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_deepseek_v4,41604,[Bug]: DeepseekV4Attention crashes with KeyError: scale_fmt on non-canonical DSv4 quantizations,https://github.com/vllm-project/vllm/issues/41604,open,,2026-05-04T04:35:55Z,2026-05-05T00:51:03Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,38886,[Bug]: Gemma 4 E4B weight loading fails `Gemma4ClippableLinear` parameter `input_max` not recognized,https://github.com/vllm-project/vllm/issues/38886,open,bug,2026-04-03T06:48:48Z,2026-04-12T17:42:32Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,38918,[Usage]: Gemma4 on Turing GPUs (SM 7.5): all attention backends hit shared memory limits,https://github.com/vllm-project/vllm/issues/38918,open,usage,2026-04-03T15:05:24Z,2026-04-25T18:55:31Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_gemma4,38926,[Bug]: Gemma4-31B freezes on multiple RTX6000 PRO during loading,https://github.com/vllm-project/vllm/issues/38926,open,bug,2026-04-03T17:51:29Z,2026-04-21T01:37:52Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,38999,[Bug]: Gemma 4 MoE (26B-A4B) crashes with `--data-parallel-size > 1` — AssertionError in cuda_communicator all_gather,https://github.com/vllm-project/vllm/issues/38999,open,bug,2026-04-04T21:26:21Z,2026-04-04T21:28:20Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_gemma4,39039,[Bug]: vLLM attempts to download Hugging Face cache file during inference despite local model path (Gemma 4),https://github.com/vllm-project/vllm/issues/39039,open,bug,2026-04-05T19:29:53Z,2026-04-05T19:30:38Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39043,[Bug]: Vllm + Gemma 4 + claude code: tool calling problems,https://github.com/vllm-project/vllm/issues/39043,open,bug,2026-04-05T20:27:05Z,2026-04-09T17:41:12Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39049,[Bug]: Gemma 4 FP8 dynamic quantization = gibberish output,https://github.com/vllm-project/vllm/issues/39049,open,bug,2026-04-05T22:47:07Z,2026-04-30T18:48:13Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39071,[Bug]: Gemma 4 31B Structured Outputs weird behaviour / character output - might be a quick solve,https://github.com/vllm-project/vllm/issues/39071,open,bug,2026-04-06T08:57:28Z,2026-04-14T14:02:01Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39072,"[Bug]: Gemma4 on vLLM + PI coding agent: Validation failed for tool ""edit"": - path: must have required property 'path'",https://github.com/vllm-project/vllm/issues/39072,open,bug,2026-04-06T09:58:01Z,2026-05-01T18:11:53Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39133,"[Bug]: Gemma 4 31B INT4 on 2×24GB GPUs (TP=2): GPU KV cache size is 25,200 tokens at max_model_len=131072, gpu_memory_utilization=0.96, BF16 KV",https://github.com/vllm-project/vllm/issues/39133,open,,2026-04-07T01:17:09Z,2026-04-30T18:48:14Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39204,[Installation]: New 0.19.0 docker build to run gemma4: transformers outdated.,https://github.com/vllm-project/vllm/issues/39204,open,installation,2026-04-07T16:36:18Z,2026-04-13T13:26:08Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39392,[Bug]: Gemma4 tool-call-parser produces <pad> tokens under concurrent requests,https://github.com/vllm-project/vllm/issues/39392,open,bug,2026-04-09T06:56:12Z,2026-04-13T22:36:49Z,2026-05-05T05:54:14+00:00,,,unlinked,,gemma4/tool parser concurrency,high,medium,triage,,Read Gemma4ToolParser state handling and reproduce concurrent tool calls
model_family_gemma4,39407,[Bug]: Gemma 4 31B FP8_BLOCK checkpoint produces garbage repetitive output — logit saturation at softcap wall due to absorbed activation scales being double-applied,https://github.com/vllm-project/vllm/issues/39407,open,,2026-04-09T10:33:21Z,2026-04-30T18:48:11Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39595,[Bug]: Gemma 4 26B MoE NVFP4 fails under tensor-parallel-size 2 across all available MoE backends,https://github.com/vllm-project/vllm/issues/39595,open,bug,2026-04-12T01:28:22Z,2026-04-12T01:28:22Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39638,Gemma 4 31B bnb-4bit: _Gemma4KVSharedSafeProxy AttributeError + weight shape mismatch,https://github.com/vllm-project/vllm/issues/39638,open,,2026-04-12T16:35:28Z,2026-04-12T16:44:54Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,39681,"[Bug]: Gemma4 multimodal crashes with ""pixel_values contains inconsistent shapes"" when concurrent image requests have different resolutions",https://github.com/vllm-project/vllm/issues/39681,open,bug,2026-04-13T07:59:35Z,2026-04-13T07:59:35Z,2026-05-05T05:54:14+00:00,,,unlinked,,multimodal/gemma4_mm,high,medium,triage,,Read gemma4_mm TensorSchema path; reproduce with concurrent image sizes
model_family_gemma4,39914,[Bug]: Gemma 4: Engine hang during large prefill caused by Interleaved Attention and p-RoPE implementation,https://github.com/vllm-project/vllm/issues/39914,open,bug,2026-04-15T14:14:15Z,2026-05-05T04:55:57Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,40095,"[Bug]: Gemma4MultimodalEmbedder normalization order different from Transformers, causing bad audio inference",https://github.com/vllm-project/vllm/issues/40095,open,bug,2026-04-17T04:44:20Z,2026-04-23T05:01:50Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,40388,[Bug]:  Gemma 4 fails to initialize with per-token-head KV cache quantization,https://github.com/vllm-project/vllm/issues/40388,open,bug,2026-04-20T18:20:52Z,2026-04-20T18:50:02Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_gemma4,40624,[Bug]: Gemma4 0% prefix cache hits with hybrid attention + DFlash,https://github.com/vllm-project/vllm/issues/40624,open,bug,2026-04-22T14:56:22Z,2026-05-04T20:50:21Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,40677,[Bug]: Gemma-4 fails when forcing FLASHINFER attention backend on Blackwell SM120 (head_size not supported),https://github.com/vllm-project/vllm/issues/40677,open,bug,2026-04-23T04:58:33Z,2026-04-24T16:51:44Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,40693,[Bug]: ValueError: Gemma4ForConditionalGeneration does not support LoRA yet.,https://github.com/vllm-project/vllm/issues/40693,open,bug,2026-04-23T08:39:56Z,2026-04-23T12:22:14Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,40748,[Feature]: Support per-deployment leader election ID and pod-level  scoping for LoRA adapters in multi-deployment namespace setups,https://github.com/vllm-project/vllm/issues/40748,open,feature request,2026-04-24T00:09:44Z,2026-04-27T08:47:06Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,40994,[Bug]: vllm does not expose /v1/audio/transcriptions for google/gemma-4-E4B-it,https://github.com/vllm-project/vllm/issues/40994,open,bug,2026-04-27T09:24:19Z,2026-04-27T12:06:34Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,41262,[Bug]: Gemma-4 31B with DFlash speculator produces gibberish/repetitive token loop,https://github.com/vllm-project/vllm/issues/41262,open,bug,2026-04-29T17:32:46Z,2026-04-29T17:32:46Z,2026-05-01T21:34:43+00:00,2026-05-05T05:54:14+00:00,linked_pr,linked,,,,,archived_linked_pr,,
model_family_gemma4,41283,[Bug] Gemma 4 31B crashes on k_eq_v full-attention layers (QKV split shape mismatch),https://github.com/vllm-project/vllm/issues/41283,open,,2026-04-29T20:14:50Z,2026-04-30T18:00:46Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,41369,[Bug]: Gemma4 Fast Prefill Optimization degrades p95 inter-token latency significantly,https://github.com/vllm-project/vllm/issues/41369,open,bug,2026-04-30T12:46:02Z,2026-05-01T04:44:38Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,41403,[Tracking] TurboQuant + Gemma 4 multimodal: 5-gate blocker stack,https://github.com/vllm-project/vllm/issues/41403,open,,2026-04-30T19:22:47Z,2026-04-30T19:22:47Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gemma4,41452,[Bug]: Gemma4-31B-it deployed on vLLM cannot process images in tool message,https://github.com/vllm-project/vllm/issues/41452,open,bug,2026-05-01T07:53:07Z,2026-05-01T07:55:19Z,2026-05-01T08:20:35+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,gemma4/multimodal tool messages,high,medium,archived_linked_pr,,Reproduce tool-message image path and trace prompt replacement failure
model_family_gemma4,41647,[Bug]: Unable to start Gemma4 with 2 GPUs,https://github.com/vllm-project/vllm/issues/41647,open,bug,2026-05-04T16:03:30Z,2026-05-04T19:24:09Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gpt_oss,-2826204,[Subissue #28262.4] Other types of tool related input types should be on the analysis channel,https://github.com/vllm-project/vllm/issues/28262,open,"rfc-subissue, gpt-oss, harmony",2025-11-07T02:51:56Z,2026-04-22T02:17:13Z,2026-05-05T05:54:14+00:00,,,unlinked,,gpt-oss/responses api harmony,high,medium,triage,,Likely least covered by open PRs; audit non-function tool input channel mapping in serving_responses.py and harmony_utils.py
model_family_gpt_oss,-2826203,[Subissue #28262.3] Input items which are FunctionCallOutput should be set to be on the commentary channel,https://github.com/vllm-project/vllm/issues/28262,open,"rfc-subissue, gpt-oss, harmony",2025-11-07T02:51:56Z,2026-04-22T02:17:13Z,2026-05-05T05:54:14+00:00,,,unlinked,,gpt-oss/responses api harmony,high,medium,triage,,Check PR #28355 and #35907 coverage before reproducing this slice
model_family_gpt_oss,-2826202,[Subissue #28262.2] Set the content_type for function tools to be `<|constrain|>json` always,https://github.com/vllm-project/vllm/issues/28262,open,"rfc-subissue, gpt-oss, harmony",2025-11-07T02:51:56Z,2026-04-22T02:17:13Z,2026-05-05T05:54:14+00:00,,,unlinked,,gpt-oss/responses api harmony,high,medium,triage,,Check PR #28355 and #35907 coverage before reproducing this slice
model_family_gpt_oss,-2826201,[Subissue #28262.1] A reasoning message should use the channel of the message that follows it. For example:,https://github.com/vllm-project/vllm/issues/28262,open,"rfc-subissue, gpt-oss, harmony",2025-11-07T02:51:56Z,2026-04-22T02:17:13Z,2026-05-05T05:54:14+00:00,,,unlinked,,gpt-oss/responses api harmony,high,medium,triage,,Check PR #28355 and #35907 coverage before reproducing this slice
model_family_gpt_oss,22288,[Bug]: The quantization method mxfp4 is not supported for the current GPU SM75,https://github.com/vllm-project/vllm/issues/22288,open,"bug, stale",2025-08-05T23:57:07Z,2026-05-02T02:19:06Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
model_family_gpt_oss,22798,[Bug]: vllm 0.10.1+gptoss wheel breaks on glibc 2.28,https://github.com/vllm-project/vllm/issues/22798,open,"bug, unstale",2025-08-13T07:52:05Z,2026-03-17T16:21:12Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
